Rank,1984 - po angielsku,Pan Tadeusz,Romeo i Julia
5541,1,2,1
5542,1,2,1
5543,1,2,1
5544,1,2,1
5545,1,2,1
5546,1,2,1
5547,1,2,1
5548,1,2,1
5549,1,2,1
5550,1,2,1
5551,1,2,1
5552,1,2,1
5553,1,2,1
5554,1,2,1
5555,1,2,1
5556,1,2,1
5557,1,2,1
5558,1,2,1
5559,1,2,1
5560,1,2,1
5561,1,2,1
5562,1,2,1
5563,1,2,1
5564,1,2,1
5565,1,2,1
5566,1,2,1
5567,1,2,1
5568,1,2,1
5569,1,2,1
5570,1,2,1
5571,1,2,1
5572,1,2,1
5573,1,2,1
5574,1,2,1
5575,1,2,1
5576,1,2,1
5577,1,2,1
5578,1,2,1
5579,1,2,1
5580,1,2,1
5581,1,2,1
5582,1,2,1
5583,1,2,1
5584,1,2,1
5585,1,2,1
5586,1,2,1
5587,1,2,1
5588,1,2,1
5589,1,2,1
5590,1,2,1
5591,1,2,1
5592,1,2,1
5593,1,2,1
5594,1,2,1
5595,1,2,1
5596,1,2,1
5597,1,2,1
5598,1,2,1
5599,1,2,1
5600,1,2,1
5601,1,2,1
5602,1,2,1
5603,1,2,1
5604,1,2,1
5605,1,2,1
5606,1,2,1
5607,1,2,1
5608,1,2,1
5609,1,2,1
5610,1,2,1
5611,1,2,1
5612,1,2,1
5613,1,2,1
5614,1,2,1
5615,1,2,1
5616,1,2,1
5617,1,2,1
5618,1,2,1
5619,1,2,1
5620,1,2,1
5621,1,2,1
5622,1,2,1
5623,1,2,1
5624,1,2,1
5625,1,2,1
5626,1,2,1
5627,1,2,1
5628,1,2,1
5629,1,2,1
5630,1,2,1
5631,1,2,1
5632,1,2,1
5633,1,2,1
5634,1,2,1
5635,1,2,1
5636,1,2,1
5637,1,2,1
5638,1,2,1
5639,1,2,1
5640,1,2,1
5641,1,2,1
5642,1,2,1
5643,1,2,1
5644,1,2,1
5645,1,2,1
5646,1,2,1
5647,1,2,1
5648,1,2,1
5649,1,2,1
5650,1,2,1
5651,1,2,1
5652,1,2,1
5653,1,2,1
5654,1,2,1
5655,1,2,1
5656,1,2,1
5657,1,2,1
5658,1,2,1
5659,1,2,1
5660,1,2,1
5661,1,2,1
5662,1,2,1
5663,1,2,1
5664,1,2,1
5665,1,2,1
5666,1,2,1
5667,1,2,1
5668,1,2,1
5669,1,2,1
5670,1,2,1
5671,1,2,1
5672,1,2,1
5673,1,2,1
5674,1,2,1
5675,1,2,1
5676,1,2,1
5677,1,2,1
5678,1,2,1
5679,1,2,1
5680,1,2,1
5681,1,2,1
5682,1,2,1
5683,1,2,1
5684,1,2,1
5685,1,2,1
5686,1,2,1
5687,1,2,1
5688,1,2,1
5689,1,2,1
5690,1,2,1
5691,1,2,1
5692,1,2,1
5693,1,2,1
5694,1,2,1
5695,1,2,1
5696,1,2,1
5697,1,2,1
5698,1,2,1
5699,1,2,1
5700,1,2,1
5701,1,2,1
5702,1,2,1
5703,1,2,1
5704,1,2,1
5705,1,2,1
5706,1,2,1
5707,1,2,1
5708,1,2,1
5709,1,2,1
5710,1,2,1
5711,1,2,1
5712,1,2,1
5713,1,2,1
5714,1,2,1
5715,1,2,1
5716,1,2,1
5717,1,2,1
5718,1,2,1
5719,1,2,1
5720,1,2,1
5721,1,2,1
5722,1,2,1
5723,1,2,1
5724,1,2,1
5725,1,2,1
5726,1,2,1
5727,1,2,1
5728,1,2,1
5729,1,2,1
5730,1,2,1
5731,1,2,1
5732,1,2,1
5733,1,2,1
5734,1,2,1
5735,1,2,1
5736,1,2,1
5737,1,2,1
5738,1,2,1
5739,1,2,1
5740,1,2,1
5741,1,2,1
5742,1,2,1
5743,1,2,1
5744,1,2,1
5745,1,2,1
5746,1,2,1
5747,1,2,1
5748,1,2,1
5749,1,2,1
5750,1,2,1
5751,1,2,1
5752,1,2,1
5753,1,2,1
5754,1,2,1
5755,1,2,1
5756,1,2,1
5757,1,2,1
5758,1,2,1
5759,1,2,1
5760,1,2,1
5761,1,2,1
5762,1,2,1
5763,1,2,1
5764,1,2,1
5765,1,2,1
5766,1,2,1
5767,1,2,1
5768,1,2,1
5769,1,2,1
5770,1,2,1
5771,1,2,1
5772,1,2,1
5773,1,2,1
5774,1,2,1
5775,1,2,1
5776,1,2,1
5777,1,2,1
5778,1,2,1
5779,1,2,1
5780,1,2,1
5781,1,2,1
5782,1,2,1
5783,1,2,1
5784,1,2,1
5785,1,2,1
5786,1,2,1
5787,1,2,1
5788,1,2,1
5789,1,2,1
5790,1,2,1
5791,1,2,1
5792,1,2,1
5793,1,2,1
5794,1,2,1
5795,1,2,1
5796,1,2,1
5797,1,2,1
5798,1,2,1
5799,1,2,1
5800,1,2,1
5801,1,2,1
5802,1,2,1
5803,1,2,1
5804,1,2,1
5805,1,2,1
5806,1,2,1
5807,1,2,1
5808,1,2,1
5809,1,2,1
5810,1,2,1
5811,1,2,1
5812,1,2,1
5813,1,2,1
5814,1,2,1
5815,1,2,1
5816,1,2,1
5817,1,2,1
5818,1,2,1
5819,1,2,1
5820,1,2,1
5821,1,2,1
5822,1,2,1
5823,1,2,1
5824,1,2,1
5825,1,2,1
5826,1,2,1
5827,1,2,1
5828,1,2,1
5829,1,2,1
5830,1,2,1
5831,1,2,1
5832,1,2,1
5833,1,2,1
5834,1,2,1
5835,1,2,1
5836,1,2,1
5837,1,2,1
5838,1,2,1
5839,1,2,1
5840,1,2,1
5841,1,2,1
5842,1,2,1
5843,1,2,1
5844,1,2,1
5845,1,2,1
5846,1,2,1
5847,1,2,1
5848,1,2,1
5849,1,2,1
5850,1,2,1
5851,1,2,1
5852,1,2,1
5853,1,2,1
5854,1,2,1
5855,1,2,1
5856,1,2,1
5857,1,2,1
5858,1,2,1
5859,1,2,1
5860,1,2,1
5861,1,2,1
5862,1,2,1
5863,1,2,1
5864,1,2,1
5865,1,2,1
5866,1,2,1
5867,1,2,1
5868,1,2,1
5869,1,2,1
5870,1,2,1
5871,1,2,1
5872,1,2,1
5873,1,2,1
5874,1,2,1
5875,1,2,1
5876,1,2,1
5877,1,2,1
5878,1,2,1
5879,1,2,1
5880,1,2,1
5881,1,2,1
5882,1,2,1
5883,1,2,1
5884,1,2,1
5885,1,2,1
5886,1,2,1
5887,1,2,1
5888,1,2,1
5889,1,2,1
5890,1,2,1
5891,1,2,1
5892,1,2,1
5893,1,2,1
5894,1,2,1
5895,1,2,1
5896,1,2,1
5897,1,2,1
5898,1,2,1
5899,1,2,1
5900,1,2,1
5901,1,2,1
5902,1,2,1
5903,1,2,1
5904,1,2,1
5905,1,2,1
5906,1,2,1
5907,1,2,1
5908,1,2,1
5909,1,2,1
5910,1,2,1
5911,1,2,1
5912,1,2,1
5913,1,2,1
5914,1,2,1
5915,1,2,1
5916,1,2,1
5917,1,2,1
5918,1,2,1
5919,1,2,1
5920,1,2,1
5921,1,2,1
5922,1,2,1
5923,1,2,1
5924,1,2,1
5925,1,2,1
5926,1,2,1
5927,1,2,1
5928,1,2,1
5929,1,2,1
5930,1,2,1
5931,1,2,1
5932,1,2,1
5933,1,2,1
5934,1,2,1
5935,1,2,1
5936,1,2,1
5937,1,2,1
5938,1,2,1
5939,1,2,1
5940,1,2,1
5941,1,2,1
5942,1,2,1
5943,1,2,1
5944,1,2,1
5945,1,2,1
5946,1,2,1
5947,1,2,1
5948,1,2,1
5949,1,2,1
5950,1,2,1
5951,1,2,1
5952,1,2,1
5953,1,2,1
5954,1,2,1
5955,1,2,1
5956,1,2,1
5957,1,2,1
5958,1,2,1
5959,1,2,1
5960,1,2,1
5961,1,2,1
5962,1,2,1
5963,1,2,1
5964,1,2,1
5965,1,2,1
5966,1,2,1
5967,1,2,1
5968,1,2,1
5969,1,2,1
5970,1,2,1
5971,1,2,1
5972,1,2,1
5973,1,2,1
5974,1,2,1
5975,1,2,1
5976,1,2,1
5977,1,2,1
5978,1,2,1
5979,1,2,1
5980,1,2,1
5981,1,2,1
5982,1,2,1
5983,1,2,1
5984,1,2,1
5985,1,2,1
5986,1,2,1
5987,1,2,1
5988,1,2,1
5989,1,2,1
5990,1,2,1
5991,1,2,1
5992,1,2,1
5993,1,2,1
5994,1,2,1
5995,1,2,1
5996,1,2,1
5997,1,2,1
5998,1,2,1
5999,1,2,1
6000,1,2,1
6001,1,2,1
6002,1,2,1
6003,1,2,1
6004,1,2,1
6005,1,2,1
6006,1,2,1
6007,1,2,1
6008,1,2,1
6009,1,2,1
6010,1,2,1
6011,1,2,1
6012,1,2,1
6013,1,2,1
6014,1,2,1
6015,1,2,1
6016,1,2,1
6017,1,2,1
6018,1,2,1
6019,1,2,1
6020,1,2,1
6021,1,2,1
6022,1,2,1
6023,1,2,1
6024,1,2,1
6025,1,2,1
6026,1,2,1
6027,1,2,1
6028,1,2,1
6029,1,2,1
6030,1,2,1
6031,1,2,1
6032,1,2,1
6033,1,2,1
6034,1,2,1
6035,1,2,1
6036,1,2,1
6037,1,2,1
6038,1,2,1
6039,1,2,1
6040,1,2,1
6041,1,2,1
6042,1,2,1
6043,1,2,1
6044,1,2,1
6045,1,2,1
6046,1,2,1
6047,1,2,1
6048,1,2,1
6049,1,2,1
6050,1,2,1
6051,1,2,1
6052,1,2,1
6053,1,2,1
6054,1,2,1
6055,1,2,1
6056,1,2,1
6057,1,2,1
6058,1,2,1
6059,1,2,1
6060,1,2,1
6061,1,2,1
6062,1,2,1
6063,1,2,1
6064,1,2,1
6065,1,2,1
6066,1,2,1
6067,1,2,1
6068,1,2,1
6069,1,2,1
6070,1,2,1
6071,1,2,1
6072,1,2,1
6073,1,2,1
6074,1,2,1
6075,1,2,1
6076,1,2,1
6077,1,2,1
6078,1,2,1
6079,1,2,1
6080,1,2,1
6081,1,2,1
6082,1,2,1
6083,1,2,1
6084,1,2,1
6085,1,2,1
6086,1,2,1
6087,1,2,1
6088,1,2,1
6089,1,2,1
6090,1,2,1
6091,1,2,1
6092,1,2,1
6093,1,2,1
6094,1,2,1
6095,1,2,1
6096,1,2,1
6097,1,2,1
6098,1,2,1
6099,1,2,1
6100,1,2,1
6101,1,2,1
6102,1,2,1
6103,1,2,1
6104,1,2,1
6105,1,2,1
6106,1,2,1
6107,1,2,1
6108,1,2,1
6109,1,2,1
6110,1,2,1
6111,1,2,1
6112,1,2,1
6113,1,2,1
6114,1,2,1
6115,1,2,1
6116,1,2,1
6117,1,2,1
6118,1,2,1
6119,1,2,1
6120,1,2,1
6121,1,2,1
6122,1,2,1
6123,1,2,1
6124,1,2,1
6125,1,2,1
6126,1,2,1
6127,1,2,1
6128,1,2,1
6129,1,2,1
6130,1,2,1
6131,1,2,1
6132,1,2,1
6133,1,2,1
6134,1,2,1
6135,1,2,1
6136,1,2,1
6137,1,2,1
6138,1,2,1
6139,1,2,1
6140,1,2,1
6141,1,2,1
6142,1,2,1
6143,1,2,1
6144,1,2,1
6145,1,2,1
6146,1,2,1
6147,1,2,1
6148,1,2,1
6149,1,2,1
6150,1,2,1
6151,1,2,1
6152,1,2,1
6153,1,2,1
6154,1,2,1
6155,1,2,1
6156,1,2,1
6157,1,2,1
6158,1,2,1
6159,1,2,1
6160,1,2,1
6161,1,2,1
6162,1,2,1
6163,1,2,1
6164,1,2,1
6165,1,2,1
6166,1,2,1
6167,1,2,1
6168,1,2,1
6169,1,2,1
6170,1,2,1
6171,1,2,1
6172,1,2,1
6173,1,2,1
6174,1,2,1
6175,1,2,1
6176,1,2,1
6177,1,2,1
6178,1,2,1
6179,1,2,1
6180,1,2,1
6181,1,2,1
6182,1,2,1
6183,1,2,1
6184,1,2,1
6185,1,2,1
6186,1,2,1
6187,1,2,1
6188,1,2,1
6189,1,2,1
6190,1,2,1
6191,1,2,1
6192,1,2,1
6193,1,2,1
6194,1,2,1
6195,1,2,1
6196,1,2,1
6197,1,2,1
6198,1,2,1
6199,1,2,1
6200,1,2,1
6201,1,2,1
6202,1,2,1
6203,1,2,1
6204,1,2,1
6205,1,2,1
6206,1,2,1
6207,1,2,1
6208,1,2,1
6209,1,2,1
6210,1,2,1
6211,1,2,1
6212,1,2,1
6213,1,2,1
6214,1,2,1
6215,1,2,1
6216,1,2,1
6217,1,2,1
6218,1,2,1
6219,1,2,1
6220,1,2,1
6221,1,2,1
6222,1,2,1
6223,1,2,1
6224,1,2,1
6225,1,2,1
6226,1,2,1
6227,1,2,1
6228,1,2,1
6229,1,2,1
6230,1,2,1
6231,1,2,1
6232,1,2,1
6233,1,2,1
6234,1,2,1
6235,1,2,1
6236,1,2,1
6237,1,2,1
6238,1,2,1
6239,1,2,1
6240,1,2,1
6241,1,2,1
6242,1,2,1
6243,1,2,1
6244,1,2,1
6245,1,2,1
6246,1,2,1
6247,1,2,1
6248,1,2,1
6249,1,2,1
6250,1,2,1
6251,1,2,1
6252,1,2,1
6253,1,2,1
6254,1,2,1
6255,1,2,1
6256,1,2,1
6257,1,2,1
6258,1,2,1
6259,1,2,1
6260,1,2,1
6261,1,2,1
6262,1,2,1
6263,1,2,1
6264,1,2,1
6265,1,2,1
6266,1,2,1
6267,1,2,1
6268,1,2,1
6269,1,2,1
6270,1,2,1
6271,1,2,1
6272,1,2,1
6273,1,2,1
6274,1,2,1
6275,1,2,1
6276,1,2,1
6277,1,2,1
6278,1,2,1
6279,1,2,1
6280,1,2,1
6281,1,2,1
6282,1,2,1
6283,1,2,1
6284,1,2,1
6285,1,2,1
6286,1,2,1
6287,1,2,1
6288,1,2,1
6289,1,2,1
6290,1,2,1
6291,1,2,1
6292,1,2,1
6293,1,2,1
6294,1,2,1
6295,1,2,1
6296,1,2,1
6297,1,2,1
6298,1,2,1
6299,1,2,1
6300,1,2,1
6301,1,2,1
6302,1,2,1
6303,1,2,1
6304,1,2,1
6305,1,2,1
6306,1,2,1
6307,1,2,1
6308,1,2,1
6309,1,2,1
6310,1,2,1
6311,1,2,1
6312,1,2,1
6313,1,2,1
6314,1,2,1
6315,1,2,1
6316,1,2,1
6317,1,2,1
6318,1,2,1
6319,1,2,1
6320,1,2,1
6321,1,2,1
6322,1,2,1
6323,1,2,1
6324,1,2,1
6325,1,2,1
6326,1,2,1
6327,1,2,1
6328,1,2,1
6329,1,2,1
6330,1,2,1
6331,1,2,1
6332,1,2,1
6333,1,2,1
6334,1,2,1
6335,1,2,1
6336,1,2,1
6337,1,2,1
6338,1,2,1
6339,1,2,1
6340,1,2,1
6341,1,2,1
6342,1,2,1
6343,1,2,1
6344,1,2,1
6345,1,2,1
6346,1,2,1
6347,1,2,1
6348,1,2,1
6349,1,2,1
6350,1,2,1
6351,1,2,1
6352,1,2,1
6353,1,2,1
6354,1,2,1
6355,1,2,1
6356,1,2,1
6357,1,2,1
6358,1,2,1
6359,1,2,1
6360,1,2,1
6361,1,2,1
6362,1,2,1
6363,1,2,1
6364,1,2,1
6365,1,2,1
6366,1,2,1
6367,1,2,1
6368,1,2,1
6369,1,2,1
6370,1,2,1
6371,1,2,1
6372,1,2,1
6373,1,2,1
6374,1,2,1
6375,1,2,1
6376,1,2,1
6377,1,2,1
6378,1,2,1
6379,1,2,1
6380,1,2,1
6381,1,2,1
6382,1,2,1
6383,1,2,1
6384,1,2,1
6385,1,2,1
6386,1,2,1
6387,1,2,1
6388,1,2,1
6389,1,2,1
6390,1,2,1
6391,1,2,1
6392,1,2,1
6393,1,2,1
6394,1,2,1
6395,1,2,1
6396,1,2,1
6397,1,2,1
6398,1,2,1
6399,1,2,1
6400,1,2,1
6401,1,2,1
6402,1,2,1
6403,1,2,1
6404,1,2,1
6405,1,2,1
6406,1,2,1
6407,1,2,1
6408,1,2,1
6409,1,2,1
6410,1,2,1
6411,1,2,1
6412,1,2,1
6413,1,2,1
6414,1,2,1
6415,1,2,1
6416,1,2,1
6417,1,2,1
6418,1,2,1
6419,1,2,1
6420,1,2,1
6421,1,2,1
6422,1,2,1
6423,1,2,1
6424,1,2,1
6425,1,2,1
6426,1,2,1
6427,1,2,1
6428,1,2,1
6429,1,2,1
6430,1,2,1
6431,1,2,1
6432,1,2,1
6433,1,2,1
6434,1,2,1
6435,1,2,1
6436,1,2,1
6437,1,2,1
6438,1,2,1
6439,1,2,1
6440,1,2,1
6441,1,2,1
6442,1,2,1
6443,1,2,1
6444,1,2,1
6445,1,2,1
6446,1,2,1
6447,1,2,1
6448,1,2,1
6449,1,2,1
6450,1,2,1
6451,1,2,1
6452,1,2,1
6453,1,2,1
6454,1,2,1
6455,1,2,1
6456,1,2,1
6457,1,2,1
6458,1,2,1
6459,1,2,1
6460,1,2,1
6461,1,2,1
6462,1,2,1
6463,1,2,1
6464,1,2,1
6465,1,2,1
6466,1,2,1
6467,1,2,1
6468,1,2,1
6469,1,2,1
6470,1,2,1
6471,1,2,1
6472,1,2,1
6473,1,2,1
6474,1,2,1
6475,1,2,1
6476,1,2,1
6477,1,2,1
6478,1,2,1
6479,1,2,1
6480,1,2,1
6481,1,2,1
6482,1,2,1
6483,1,2,1
6484,1,2,1
6485,1,2,1
6486,1,2,1
6487,1,2,1
6488,1,2,1
6489,1,2,1
6490,1,2,1
6491,1,2,1
6492,1,2,1
6493,1,2,1
6494,1,2,1
6495,1,2,1
6496,1,2,1
6497,1,2,1
6498,1,2,1
6499,1,2,1
6500,1,2,1
6501,1,2,1
6502,1,2,1
6503,1,2,1
6504,1,2,1
6505,1,2,1
6506,1,2,1
6507,1,2,1
6508,1,2,1
6509,1,2,1
6510,1,2,1
6511,1,2,1
6512,1,2,1
6513,1,2,1
6514,1,2,1
6515,1,2,1
6516,1,2,1
6517,1,2,1
6518,1,2,1
6519,1,2,1
6520,1,2,1
6521,1,2,1
6522,1,2,1
6523,1,2,1
6524,1,2,1
6525,1,2,1
6526,1,2,1
6527,1,2,1
6528,1,2,1
6529,1,2,1
6530,1,2,1
6531,1,2,1
6532,1,2,1
6533,1,2,1
6534,1,2,1
6535,1,2,1
6536,1,2,1
6537,1,2,1
6538,1,2,1
6539,1,2,1
6540,1,2,1
6541,1,2,1
6542,1,2,1
6543,1,2,1
6544,1,2,1
6545,1,2,1
6546,1,2,1
6547,1,2,1
6548,1,2,1
6549,1,2,1
6550,1,2,1
6551,1,2,1
6552,1,2,1
6553,1,2,1
6554,1,2,1
6555,1,2,1
6556,1,2,1
6557,1,2,1
6558,1,2,1
6559,1,2,1
6560,1,2,1
6561,1,2,1
6562,1,2,1
6563,1,2,1
6564,1,2,1
6565,1,2,1
6566,1,2,1
6567,1,2,1
6568,1,2,1
6569,1,2,1
6570,1,2,1
6571,1,2,1
6572,1,2,1
6573,1,2,1
6574,1,2,1
6575,1,2,1
6576,1,2,1
6577,1,2,1
6578,1,2,1
6579,1,2,1
6580,1,2,1
6581,1,2,1
6582,1,2,1
6583,1,2,1
6584,1,2,1
6585,1,2,1
6586,1,2,1
6587,1,2,1
6588,1,2,1
6589,1,2,1
6590,1,2,1
6591,1,2,1
6592,1,2,1
6593,1,2,1
6594,1,2,1
6595,1,2,1
6596,1,2,1
6597,1,2,1
6598,1,2,1
6599,1,2,1
6600,1,2,1
6601,1,2,1
6602,1,2,1
6603,1,2,1
6604,1,2,1
6605,1,2,1
6606,1,2,1
6607,1,2,1
6608,1,2,1
6609,1,2,1
6610,1,2,1
6611,1,2,1
6612,1,2,1
6613,1,2,1
6614,1,2,1
6615,1,2,1
6616,1,2,1
6617,1,2,1
6618,1,2,1
6619,1,2,1
6620,1,2,1
6621,1,2,1
6622,1,2,1
6623,1,2,1
6624,1,2,1
6625,1,2,1
6626,1,2,1
6627,1,2,1
6628,1,2,1
6629,1,2,1
6630,1,2,1
6631,1,2,1
6632,1,2,1
6633,1,2,1
6634,1,2,1
6635,1,2,1
6636,1,2,1
6637,1,2,1
6638,1,2,1
6639,1,2,1
6640,1,2,1
6641,1,2,1
6642,1,2,1
6643,1,2,1
6644,1,2,1
6645,1,2,1
6646,1,2,1
6647,1,2,1
6648,1,2,1
6649,1,2,1
6650,1,2,1
6651,1,2,1
6652,1,2,1
6653,1,2,1
6654,1,2,1
6655,1,2,1
6656,1,2,1
6657,1,2,1
6658,1,2,1
6659,1,2,1
6660,1,2,1
6661,1,2,1
6662,1,2,1
6663,1,2,1
6664,1,2,1
6665,1,2,1
6666,1,2,1
6667,1,2,1
6668,1,2,1
6669,1,2,1
6670,1,2,1
6671,1,2,1
6672,1,2,1
6673,1,2,1
6674,1,2,1
6675,1,2,1
6676,1,2,1
6677,1,2,1
6678,1,2,1
6679,1,2,1
6680,1,2,1
6681,1,2,1
6682,1,2,1
6683,1,2,1
6684,1,2,1
6685,1,2,1
6686,1,2,1
6687,1,2,1
6688,1,2,1
6689,1,2,1
6690,1,2,1
6691,1,2,1
6692,1,2,1
6693,1,2,1
6694,1,2,1
6695,1,2,1
6696,1,2,1
6697,1,2,1
6698,1,2,1
6699,1,2,1
6700,1,2,1
6701,1,2,1
6702,1,2,1
6703,1,2,1
6704,1,2,1
6705,1,2,1
6706,1,2,1
6707,1,2,1
6708,1,2,1
6709,1,2,1
6710,1,2,1
6711,1,2,1
6712,1,2,1
6713,1,2,1
6714,1,2,1
6715,1,2,1
6716,1,2,1
6717,1,2,1
6718,1,2,1
6719,1,2,1
6720,1,2,1
6721,1,2,1
6722,1,2,1
6723,1,2,1
6724,1,2,1
6725,1,2,1
6726,1,2,1
6727,1,2,1
6728,1,2,1
6729,1,2,1
6730,1,2,1
6731,1,2,1
6732,1,2,1
6733,1,2,1
6734,1,2,1
6735,1,2,1
6736,1,2,1
6737,1,2,1
6738,1,2,1
6739,1,2,1
6740,1,2,1
6741,1,2,1
6742,1,2,1
6743,1,2,1
6744,1,2,1
6745,1,2,1
6746,1,2,1
6747,1,2,1
6748,1,2,1
6749,1,2,1
6750,1,2,1
6751,1,2,1
6752,1,2,1
6753,1,2,1
6754,1,2,1
6755,1,2,1
6756,1,2,1
6757,1,2,1
6758,1,2,1
6759,1,2,1
6760,1,2,1
6761,1,2,1
6762,1,2,1
6763,1,2,1
6764,1,2,1
6765,1,2,1
6766,1,2,1
6767,1,2,1
6768,1,2,1
6769,1,2,1
6770,1,2,1
6771,1,2,1
6772,1,2,1
6773,1,2,1
6774,1,2,1
6775,1,2,1
6776,1,2,1
6777,1,2,1
6778,1,2,1
6779,1,2,1
6780,1,2,1
6781,1,2,1
6782,1,2,0
6783,1,2,0
6784,1,2,0
6785,1,2,0
6786,1,2,0
6787,1,2,0
6788,1,2,0
6789,1,2,0
6790,1,2,0
6791,1,2,0
6792,1,2,0
6793,1,2,0
6794,1,2,0
6795,1,2,0
6796,1,2,0
6797,1,2,0
6798,1,2,0
6799,1,2,0
6800,1,2,0
6801,1,2,0
6802,1,2,0
6803,1,2,0
6804,1,2,0
6805,1,2,0
6806,1,2,0
6807,1,2,0
6808,1,2,0
6809,1,2,0
6810,1,2,0
6811,1,2,0
6812,1,2,0
6813,1,2,0
6814,1,2,0
6815,1,2,0
6816,1,2,0
6817,1,2,0
6818,1,2,0
6819,1,2,0
6820,1,2,0
6821,1,2,0
6822,1,2,0
6823,1,2,0
6824,1,2,0
6825,1,2,0
6826,1,2,0
6827,1,2,0
6828,1,2,0
6829,1,2,0
6830,1,2,0
6831,1,2,0
6832,1,2,0
6833,1,2,0
6834,1,2,0
6835,1,2,0
6836,1,2,0
6837,1,2,0
6838,1,2,0
6839,1,2,0
6840,1,2,0
6841,1,2,0
6842,1,2,0
6843,1,2,0
6844,1,2,0
6845,1,2,0
6846,1,2,0
6847,1,2,0
6848,1,2,0
6849,1,2,0
6850,1,2,0
6851,1,2,0
6852,1,2,0
6853,1,2,0
6854,1,2,0
6855,1,2,0
6856,1,2,0
6857,1,2,0
6858,1,2,0
6859,1,2,0
6860,1,2,0
6861,1,2,0
6862,1,2,0
6863,1,2,0
6864,1,2,0
6865,1,2,0
6866,1,2,0
6867,1,2,0
6868,1,2,0
6869,1,2,0
6870,1,2,0
6871,1,2,0
6872,1,2,0
6873,1,2,0
6874,1,2,0
6875,1,2,0
6876,1,2,0
6877,1,2,0
6878,1,2,0
6879,1,2,0
6880,1,2,0
6881,1,2,0
6882,1,2,0
6883,1,2,0
6884,1,2,0
6885,1,2,0
6886,1,2,0
6887,1,2,0
6888,1,2,0
6889,1,2,0
6890,1,2,0
6891,1,2,0
6892,1,2,0
6893,1,2,0
6894,1,2,0
6895,1,2,0
6896,1,2,0
6897,1,2,0
6898,1,2,0
6899,1,2,0
6900,1,2,0
6901,1,1,0
6902,1,1,0
6903,1,1,0
6904,1,1,0
6905,1,1,0
6906,1,1,0
6907,1,1,0
6908,1,1,0
6909,1,1,0
6910,1,1,0
6911,1,1,0
6912,1,1,0
6913,1,1,0
6914,1,1,0
6915,1,1,0
6916,1,1,0
6917,1,1,0
6918,1,1,0
6919,1,1,0
6920,1,1,0
6921,1,1,0
6922,1,1,0
6923,1,1,0
6924,1,1,0
6925,1,1,0
6926,1,1,0
6927,1,1,0
6928,1,1,0
6929,1,1,0
6930,1,1,0
6931,1,1,0
6932,1,1,0
6933,1,1,0
6934,1,1,0
6935,1,1,0
6936,1,1,0
6937,1,1,0
6938,1,1,0
6939,1,1,0
6940,1,1,0
6941,1,1,0
6942,1,1,0
6943,1,1,0
6944,1,1,0
6945,1,1,0
6946,1,1,0
6947,1,1,0
6948,1,1,0
6949,1,1,0
6950,1,1,0
6951,1,1,0
6952,1,1,0
6953,1,1,0
6954,1,1,0
6955,1,1,0
6956,1,1,0
6957,1,1,0
6958,1,1,0
6959,1,1,0
6960,1,1,0
6961,1,1,0
6962,1,1,0
6963,1,1,0
6964,1,1,0
6965,1,1,0
6966,1,1,0
6967,1,1,0
6968,1,1,0
6969,1,1,0
6970,1,1,0
6971,1,1,0
6972,1,1,0
6973,1,1,0
6974,1,1,0
6975,1,1,0
6976,1,1,0
6977,1,1,0
6978,1,1,0
6979,1,1,0
6980,1,1,0
6981,1,1,0
6982,1,1,0
6983,1,1,0
6984,1,1,0
6985,1,1,0
6986,1,1,0
6987,1,1,0
6988,1,1,0
6989,1,1,0
6990,1,1,0
6991,1,1,0
6992,1,1,0
6993,1,1,0
6994,1,1,0
6995,1,1,0
6996,1,1,0
6997,1,1,0
6998,1,1,0
6999,1,1,0
7000,1,1,0
7001,1,1,0
7002,1,1,0
7003,1,1,0
7004,1,1,0
7005,1,1,0
7006,1,1,0
7007,1,1,0
7008,1,1,0
7009,1,1,0
7010,1,1,0
7011,1,1,0
7012,1,1,0
7013,1,1,0
7014,1,1,0
7015,1,1,0
7016,1,1,0
7017,1,1,0
7018,1,1,0
7019,1,1,0
7020,1,1,0
7021,1,1,0
7022,1,1,0
7023,1,1,0
7024,1,1,0
7025,1,1,0
7026,1,1,0
7027,1,1,0
7028,1,1,0
7029,1,1,0
7030,1,1,0
7031,1,1,0
7032,1,1,0
7033,1,1,0
7034,1,1,0
7035,1,1,0
7036,1,1,0
7037,1,1,0
7038,1,1,0
7039,1,1,0
7040,1,1,0
7041,1,1,0
7042,1,1,0
7043,1,1,0
7044,1,1,0
7045,1,1,0
7046,1,1,0
7047,1,1,0
7048,1,1,0
7049,1,1,0
7050,1,1,0
7051,1,1,0
7052,1,1,0
7053,1,1,0
7054,1,1,0
7055,1,1,0
7056,1,1,0
7057,1,1,0
7058,1,1,0
7059,1,1,0
7060,1,1,0
7061,1,1,0
7062,1,1,0
7063,1,1,0
7064,1,1,0
7065,1,1,0
7066,1,1,0
7067,1,1,0
7068,1,1,0
7069,1,1,0
7070,1,1,0
7071,1,1,0
7072,1,1,0
7073,1,1,0
7074,1,1,0
7075,1,1,0
7076,1,1,0
7077,1,1,0
7078,1,1,0
7079,1,1,0
7080,1,1,0
7081,1,1,0
7082,1,1,0
7083,1,1,0
7084,1,1,0
7085,1,1,0
7086,1,1,0
7087,1,1,0
7088,1,1,0
7089,1,1,0
7090,1,1,0
7091,1,1,0
